x,y,label
203086849.74421602,-1144.9151430038348,Other
311453691.74085635,-223.34816079980132,Other
195304388.73964927,-303.5999618184409,Other
-101935.26188472801,-532.0315018886022,Other
116887376.73787737,-178.0172661694456,Other
163718838.74500665,-1398.1407023162492,D#
-523591747.26263005,-1780.1191153178042,Other
13811695.727778532,1454.8566625040494,Other
-349540872.286405,3166.902439523683,Other
204971492.7467839,-1624.3134567472582,Other
261771635.74495444,-1128.568301852155,Other
-113013272.25866903,-1438.0413800854203,Other
55358275.73359121,468.1944598186103,Other
-56118867.3012894,6752.66136658308,Other
290668827.73548585,734.2003460724459,Other
-112892523.27180696,1040.9570170243405,Other
120626589.73661132,71.54421144802777,Other
-280627795.2953055,5028.230544578159,Other
-128488281.26041183,-1150.3906590165795,Other
119047415.74654828,-1807.5053886604837,Other
156599670.7467655,-1748.7249284644756,Other
163308306.74594867,-1576.9210689882163,Other
256510152.74621508,-1380.4636364611424,Other
65662098.73143905,900.984352041139,Other
300588889.7469777,-1407.1535727382611,Other
125480994.74127346,-795.0497528080318,Other
252537876.74385855,-946.2068404242698,Other
187699926.74417034,-1176.64055545296,Other
17664118.74740396,-2237.798898285521,Other
195090939.74358618,-1047.4839343383308,Other
-56591544.25712408,-1580.0506372418067,Other
95674075.73144197,980.6084208270995,Other
253928780.7455448,-1260.4838888388276,Other
-298341617.2536594,-2874.2181017554713,Other
28998513.74224139,-1233.3730356190542,Other
293862673.7403785,-180.22800303982828,Other
15398792.732480638,572.1495810596003,Other
-45485067.262876876,-465.152137145206,Other
47493546.74685347,-2054.7453756366485,Other
100807321.74737601,-2012.0656581782848,Other
187084277.74531376,-1394.407622753136,Other
314043052.7465871,-1297.8715605555974,Other
212933846.74669087,-1585.6500364816627,Other
-324110982.2707855,288.23928868684936,Other
40792691.74373357,-1483.7655114705938,Other
37150123.732393414,646.1175405215473,Other
192749484.74585256,-1480.8708570694378,Other
-208040002.27463087,1321.266839269487,Other
-1061543562.3317981,9840.4116547938,Other
308836175.74579704,-1162.675223092128,Other
-270445125.267387,-211.55884342073418,Other
209351455.74693963,-1641.9534773016055,Other
262620275.7393859,-75.38887421459543,Other
-259788780.25435486,-2641.6240343307873,Other
221518654.7469006,-1602.3682631998756,Other
90229229.7471954,-2006.5138843905497,Other
2496028915.5886636,34275.36573615914,Other
-698934785.2598438,-2769.3352082403208,Other
-915765568.283486,1116.0131254205937,Other
254539481.74245983,-676.8606371897321,Other
-410663515.268599,-353.7690490479547,Other
102417429.7453648,-1628.077644122864,Other
135106687.74110988,-738.9783265077976,Other
265523799.74554792,-1230.338385511918,Other
267443014.74629423,-1366.150737440354,D#
-495412242.2735149,347.88456905439074,Other
-795102559.2626438,-2497.2285058764346,Other
82662555.74617107,-1832.8942661276199,Other
145108799.74696395,-1817.0287750034415,Other
294941820.7371943,423.75665302384886,Other
301451325.74568903,-1161.7387516012848,Other
210210834.7438576,-1057.9394091728082,Other
260441419.7403737,-267.6555230135818,Other
150901472.74612373,-1642.731916855507,Other
347180083.7459454,-1089.1537822223916,Other
277530300.74630797,-1342.0387793584848,Other
-97045227.29358594,5191.654703508545,Other
100856144.73060209,1152.345372423027,Other
9071814.739634173,-794.2023834099105,Other
294279165.74208605,-501.48034425114685,Other
-56017568.267893836,453.4082483582327,Other
284012227.74662143,-1384.0273313190064,Other
126134545.73906061,-376.53772654738196,Other
200075834.74444717,-1196.246455000095,Other
